Object Number,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
65.106.2,TRUE,TRUE,451802,450,Islamic Art,1965,Bowl,Bowl with Arabic Inscription,,,,,,,,,,,,,,,,,,,10th century,900,999,Earthenware; white slip with black-slip decoration under transparent glaze,"H. 7 in. (17.8 cm)
Diam. 18 in. (45.7 cm)","Rogers Fund, 1965",From,Nishapur,,,Iran,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/451802,https://www.wikidata.org/wiki/Q29385178,,"Metropolitan Museum of Art, New York, NY",Arabic,http://vocab.getty.edu/page/aat/300387843,https://www.wikidata.org/wiki/Q13955
65.109.2,TRUE,TRUE,451804,462,Islamic Art,1965,Dish,Dish with Two Intertwined Dragons,,,,,,,,,,,,,,,,,,,ca. 1640,1615,1665,Stonepaste; painted in blue under transparent glaze,"H. 2 3/4 in. (7cm)
Diam. 17 1/4 in. (43.8cm)","Harris Brisbane Dick Fund, 1965",Attributed to,Kirman,,,Iran,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/451804,https://www.wikidata.org/wiki/Q29385181,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
65.173.1,TRUE,TRUE,451807,451,Islamic Art,1965,Goblet,Goblet with Incised Designs,,,,,,,,,,,,,,,,,,,8th–9th century,700,899,"Glass, bluish green; blown, applied solid stem and blown foot, scratch-engraved","H. 4 5/8 in. (11.7 cm)
Diam. of rim: 3 9/16 in. (9 cm)","Purchase, Joseph Pulitzer Bequest, 1965",Made in,,,,probably Iraq or Syria,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/451807,https://www.wikidata.org/wiki/Q29385183,,"Metropolitan Museum of Art, New York, NY",,,
67.119,TRUE,TRUE,451909,453,Islamic Art,1967,Figure,Standing Figure with Jeweled Headdress,,,,,,,,,,,,,,,,,,,12th–early 13th century,1100,1225,"Gypsum plaster; modeled, carved, polychrome-painted, gilded","H. 56 1/2 in. (143.5 cm)
W. 20 1/4 in. (51.5 cm) 
Gr. D. 10 in. (25.4 cm)
Wt. including crate: 437 lbs. (198.2 kg)  
from the bottom of the coat to the top of the crown 45.3 inches (115 cm)
","Gift of Mr. and Mrs. Lester Wolfe, 1967",Attributed to,,,,Iran,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/451909,https://www.wikidata.org/wiki/Q29385185,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
68.215.2,FALSE,TRUE,451995,,Islamic Art,1968,Dish,Brasero,,,,,,,,,,,,,,,,,,,late 15th–early 16th century,1475,1525,"Earthenware; molded, luster-painted on opaque white glaze","H. 2 1/16 in. (5.2 cm)
Diam. 19 5/16 in. (49.1 cm)","Gift of Dr. and Mrs. Lewis Balamuth, 1968",Attributed to,Manises (Valencia),,,Spain,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/451995,https://www.wikidata.org/wiki/Q29385189,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297
69.27,TRUE,TRUE,452037,460,Islamic Art,1969,Illustrated manuscript,Khusrau and Shirin,,,,,,13433213516,Poet|Artist," |Calligraphy, illumination, and painting by",Hatifi|Suzi,"Iranian, active Istanbul, died 1521| ", | ,Hatifi|Suzi,"Iranian, active Istanbul| ",1441      |          ,1521      |          ,|,(not assigned)|,https://www.wikidata.org/wiki/Q2820926|,dated A.H. 904/1498–99 CE,1473,1524,"Main support: ink, opaque watercolor, and gold on paper; binding: leather","H.  9 7/16 in. (24 cm)
W. 6 7/16 in. (16.4 cm)","Harris Brisbane Dick Fund, 1969",Attributed to,probably Istanbul or Amasya,,,Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/452037,https://www.wikidata.org/wiki/Q29385191,,"Metropolitan Museum of Art, New York, NY",Lions|Battles|Men|Hunting|Dogs|Horses,http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239666|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q36963|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q726
1970.105,TRUE,TRUE,452100,,Islamic Art,1970,Carpet,The 'Simonetti' Carpet,,,,,,,,,,,,,,,,,,,ca. 1500,1475,1525,"Wool (warp, weft, and pile); asymmetrically knotted pile","Rug: 
         L. 353 in. (896.6 cm)
         W. 94 in. (238.8 cm)
Tube: 
           H. 106 in. (269.2 cm)
           Diam. 10 in. (25.4 cm)","Fletcher Fund, 1970",Attributed to,probably Cairo,,,Egypt,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/452100,https://www.wikidata.org/wiki/Q29385193,,"Metropolitan Museum of Art, New York, NY",,,
1970.17,TRUE,TRUE,452102,461,Islamic Art,1970,Period room,Damascus Room,,,,,,,,,,,,,,,,,,,dated A.H. 1119/ 1707 CE,1119,1707,"Wood (poplar) with gesso relief, gold and tin leaf, glazes and paint; wood (cypress, poplar, and mulberry), mother-of-pearl, marble and other stones, stucco with glass, plaster ceramic tiles, iron, brass","Overall:
           H. 264 7/16 in. (671.6 cm)
           W. 200 1/2 in. (509.2 cm)
           D. 316 5/8 in. (804.2 cm)
From inside front entrance to back wall:
           H. 316 5/8 in. (804.2 cm)
Fountain:
           H. 4 15/16 in. (12.5 cm)","Gift of The Hagop Kevorkian Fund, 1970",From,Damascus,,,Syria,,,,,,,Wood,,http://www.metmuseum.org/art/collection/search/452102,https://www.wikidata.org/wiki/Q29385195,,"Metropolitan Museum of Art, New York, NY",,,
1970.301.2,TRUE,TRUE,452111,,Islamic Art,1970,Folio from an illustrated manuscript,"""The Feast of Sada"", Folio 22v from the Shahnama (Book of Kings) of Shah Tahmasp",,,,,,13066013035,Artist|Author,Painting attributed to| ,Sultan Muhammad|Abu'l Qasim Firdausi,"Iranian, active first half 16th century|Iranian, Paj ca. 940/41–1020 Tus", | ,Sultan Muhammad|Abu'l Qasim Firdausi,Iranian|Iranian,1500      |0935      ,1550      |1020      ,|,http://vocab.getty.edu/page/ulan/500034113|,https://www.wikidata.org/wiki/Q6712884|https://www.wikidata.org/wiki/Q43459,ca. 1525,1500,1550,"Opaque watercolor, ink, silver, and gold on paper","Painting:
                H. 9 1/2 in. (24.1 cm)
                W. 9 1/16 in. (23 cm)
Page: 
                H. 18 1/2 in. (47 cm)
                W.12 1/2 in. (31.8 cm)
Mat: 
                H. 22 in. (55.9 cm)
                W. 16 in. (40.6 cm)
","Gift of Arthur A. Houghton Jr., 1970",Made in,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/452111,https://www.wikidata.org/wiki/Q29385197,,"Metropolitan Museum of Art, New York, NY",Men|Animals|Deer|Goats|Fire,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/aat/300250122|http://vocab.getty.edu/page/aat/300417275,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q685795|https://www.wikidata.org/wiki/Q2934|https://www.wikidata.org/wiki/Q3196
1970.301.3,TRUE,TRUE,452112,,Islamic Art,1970,Folio from an illustrated manuscript,"""Tahmuras Defeats the Divs"", Folio 23v from the Shahnama (Book of Kings) of Shah Tahmasp",,,,,,13066013035,Artist|Author,Painting attributed to| ,Sultan Muhammad|Abu'l Qasim Firdausi,"Iranian, active first half 16th century|Iranian, Paj ca. 940/41–1020 Tus", | ,Sultan Muhammad|Abu'l Qasim Firdausi,Iranian|Iranian,1500      |0935      ,1550      |1020      ,|,http://vocab.getty.edu/page/ulan/500034113|,https://www.wikidata.org/wiki/Q6712884|https://www.wikidata.org/wiki/Q43459,ca. 1525,1500,1550,"Opaque watercolor, ink, silver, and gold on paper","Painting: 
                 H. 11 1/8 (28.3 cm)
                W. 7 5/16 in. (18.6 cm)
Entire Page: 
                 H. 18 1/2 in. (47 cm)
                 W. 12 5/8 in. (32.1 cm)
Mat: 
                 H. 22 in. (55.9 cm)
                 W. 16 in. (40.6 cm)

","Gift of Arthur A. Houghton Jr., 1970",Made in,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/452112,https://www.wikidata.org/wiki/Q29385199,,"Metropolitan Museum of Art, New York, NY",Horses|Men|Demons,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300379730,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q177413
1970.301.51,TRUE,TRUE,452160,,Islamic Art,1970,Folio from an illustrated manuscript,"""Isfandiyar's Third Course: He Slays a Dragon"", Folio 434v from the Shahnama (Book of Kings) of Shah Tahmasp",,,,,,13237013035,Artist|Author,Painting attributed to| ,Qasim ibn 'Ali|Abu'l Qasim Firdausi,"Iranian, active ca. 1525–60|Iranian, Paj ca. 940/41–1020 Tus", | ,Qasim ibn 'Ali|Abu'l Qasim Firdausi,Iranian|Iranian,1500      |0935      ,1585      |1020      ,|,(not assigned)|,https://www.wikidata.org/wiki/Q60311831|https://www.wikidata.org/wiki/Q43459,ca. 1530,1505,1555,"Opaque watercolor, ink, silver, and gold on paper","Painting: 
                H. 11 in. (27.9 cm)
                W. 10 5/16 in. (26.2 cm)
Page:  
                H. 18 5/8 in. (47.3 cm)
                W. 12 1/2 in. (31.8 cm)
Mat: 
                H. 22 in. (55.9 cm)
                W. 16 in.  (40.6 cm)
","Gift of Arthur A. Houghton Jr., 1970",Made in,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/452160,https://www.wikidata.org/wiki/Q29385202,,"Metropolitan Museum of Art, New York, NY",Men|Dragons|Horses|Carriages,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300185335,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q235356
1974.149.46,FALSE,TRUE,452598,,Islamic Art,1974,Carpet,Salor Main Carpet,,,,,,,,,,,,,,,,,,,late 18th–early 19th century,1775,1825,"Wool (warp, weft, and pile), silk; asymmetrically knotted pile","Rug: H. 127 1/4 in. (323.2 cm)
         W. 97 3/4 in. (248.3 cm)","Bequest of Joseph V. McMullan, 1973",Attributed to,,,,Sothern Turkmenistan,Central Asia,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/452598,https://www.wikidata.org/wiki/Q29385204,,"Metropolitan Museum of Art, New York, NY",,,
1976.176.1,FALSE,TRUE,452813,464,Islamic Art,1976,Box,Flower-Style Box with Drawers,,,,,,,,,,,,,,,,,,,17th century,1600,1699,"Wood (poplar); overlaid with ebony inlaid with wood and incised, stained ivory","H. 11 in. (27.9 cm)
W. 21 5/8 in.(54.9 cm)","Fletcher Fund, 1976",Attributed to,,,,India,,,,,,,Wood,,http://www.metmuseum.org/art/collection/search/452813,https://www.wikidata.org/wiki/Q29385206,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1978.24,FALSE,TRUE,452845,459,Islamic Art,1978,Carpet,"""Lotto"" Carpet",,,,,,,,,,,,,,,,,,,ca. 1600,1575,1625,"Wool (warp, weft, and pile); symmetrically knotted pile","Rug: H. 121 1/4 in. (308 cm)
          W. 69 1/4 in. (175.9 cm)
          W. of top of rug:  68 3/4 in. (174.6 cm)","Purchase, The Seley Foundation Inc. and The Louis E. and Theresa S. Seley Foundation Inc. Gifts, 1978",Attributed to,,,,Turkey,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/452845,https://www.wikidata.org/wiki/Q29385209,,"Metropolitan Museum of Art, New York, NY",,,
1980.603,TRUE,TRUE,453024,459,Islamic Art,1980,Non-illustrated manuscript,Qur'an Manuscript,,,,,,,,,,,,,,,,,,,dated A.H. 1268/ 1851–52 CE,1826,1877,"Ink, opaque watercolor, and 13.228.24
gold on paper; leather binding","H. 6 1/4 in. (15.9 cm)
W. 4 1/4 in. (10.8 cm)","Gift of Elizabeth M. Riley, 1980",Made in,,,,Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453024,https://www.wikidata.org/wiki/Q29385211,,"Metropolitan Museum of Art, New York, NY",Qur'an,http://vocab.getty.edu/page/aat/300265128,https://www.wikidata.org/wiki/Q428
1981.32,TRUE,TRUE,453053,450,Islamic Art,1981,Panel,Dedicatory Inscription from a Mosque,,,,,,,,,,,,,,,,,,,dated A.H. 905/1500 CE,1475,1525,Gabbro; carved,"H. 16 1/8 in. (41 cm)
W. 45 5/16 in. (115.1 cm)
D. 2 3/4 in. (7 cm)
Wt. 194 lbs. (88 kg)","Purchase, Gift of Mrs. Nelson Doubleday and Bequest of Charles R. Gerth, by exchange, 1981",Made in,,,,India,Bengal,,,,,,Stone,,http://www.metmuseum.org/art/collection/search/453053,https://www.wikidata.org/wiki/Q29385213,,"Metropolitan Museum of Art, New York, NY",Arabic,http://vocab.getty.edu/page/aat/300387843,https://www.wikidata.org/wiki/Q13955
1981.321,TRUE,TRUE,453054,,Islamic Art,1981,Tent lining,Floral Tent Panel,,,,,,,,,,,,,,,,,,,ca. 1635,1610,1660,"Silk, gold; cut velvet, painted","Textile: L. 105 3/4 in. (268.6 cm)
             W. 221 1/4 in. (562 cm)
Tube: L. 120 in. (304.8 cm)
           W. 20 in. (50.8 cm)
","Purchase, Bequest of Helen W. D. Mileham, by exchange, Wendy Findlay Gift, and funds from various donors, 1981",Attributed to,,,,India,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/453054,https://www.wikidata.org/wiki/Q29385218,,"Metropolitan Museum of Art, New York, NY",Poppies,http://vocab.getty.edu/page/aat/300375678,https://www.wikidata.org/wiki/Q967457
1982.213,TRUE,TRUE,453183,,Islamic Art,1982,Illustrated  album leaf,The House of Bijapur,,,,,,13065813065,Artist|Artist,Painting by|Painting by,Kamal Muhammad|Chand Muhammad,"active 1680s|Indian, active 1680s", | ,Kamal Muhammad|Muhammad Chand, |Indian,1655      |1655      ,1705      |1705      ,|,|http://vocab.getty.edu/page/ulan/500329969,|,ca. 1680,1655,1705,"Ink, opaque watercolor, gold, and silver on paper","Page: H. 16 1/4 in. (41.3 cm)
           W. 12 13/16 in. (32.5cm)
Mat: H. 22 in. (55.9 cm)
         W. 16 in. (40.6 cm)","Purchase, Gifts in memory of Richard Ettinghausen; Schimmel Foundation Inc., Ehsan Yarshater, Karekin Beshir Ltd., Margaret Mushekian, Mr. and Mrs. Edward Ablat and Mr. and Mrs. Jerome A. Straka Gifts; The Friends of the Islamic Department Fund; Gifts of Mrs. A. Lincoln Scott and George Blumenthal, Bequests of Florence L. Goldmark, Charles R. Gerth and Millie Bruhl Frederick, and funds from various donors, by exchange; Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund, 1982",Made in,Bijapur,,,India,Deccan,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453183,https://www.wikidata.org/wiki/Q29385220,,"Metropolitan Museum of Art, New York, NY",Men|Horses|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q191163
1984.221,TRUE,TRUE,453243,463,Islamic Art,1984,Water pipe base,Base for a Water Pipe (Huqqa) with Irises,,,,,,,,,,,,,,,,,,,late 17th century,1675,1699,"Zinc alloy; cast, engraved, inlaid with brass (bidri ware)","H. 6 7/8 in. (17.5 cm)
Diam. 6 1/2 in. (16.5 cm)","Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund, 1984",Made in,Bidar,,,India,Deccan,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/453243,https://www.wikidata.org/wiki/Q29385222,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"1985.58a, b",TRUE,TRUE,453253,463,Islamic Art,1985,Dagger,Dagger with Hilt in the Form of a Blue Bull (Nilgai),,,,,,,,,,,,,,,,,,,ca. 1640,1615,1665,"Hilt: Nephrite
Blade: Watered steel",H. 15 in.  (38.1 cm),"Gift of Alice Heeramaneck, in memory of Nasli Heeramaneck, 1985",Made in,,,,India,,,,,,,Stone,,http://www.metmuseum.org/art/collection/search/453253,https://www.wikidata.org/wiki/Q29385224,,"Metropolitan Museum of Art, New York, NY",Bulls,http://vocab.getty.edu/page/aat/300250117,https://www.wikidata.org/wiki/Q693690
1987.14,TRUE,TRUE,453279,462,Islamic Art,1987,Plaque,Calligraphic Plaque,,,,,,,,,,,,,,,,,,,probably late 17th century,1675,1699,Steel; forged and pierced,"H. 6 1/2 in. (16.5 cm)
W. 15 in. (38.1 cm)","Rogers Fund, 1987",Attributed to,,,,Iran,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/453279,https://www.wikidata.org/wiki/Q29385227,,"Metropolitan Museum of Art, New York, NY",Arabic,http://vocab.getty.edu/page/aat/300387843,https://www.wikidata.org/wiki/Q13955
1989.87a–l,TRUE,TRUE,453312,455,Islamic Art,1989,Necklace,Jewelry Elements,,,,,,,,,,,,,,,,,,,late 14th–16th century,1375,1599,"Gold sheet; worked, chased, and set  with turquoise, gray chalcedony, and glass

","Large medallion:
                                H. 2 7/8 in. (7.3 cm)
                                W. 2 3/4 in. (7 cm)
Half medallion: 
                             H. 1 3/4 in. (4.4 cm)
                             W. 2 3/4 in. (7 cm)
Cartouches:
                              H. 3/4 in. (1.9 cm)
                              W. 1/2 in. (1.3 cm)","Purchase, Rogers Fund and Habib Anavian Gift, 1989",Attributed to,,,,Iran or Central Asia,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/453312,https://www.wikidata.org/wiki/Q29385229,,"Metropolitan Museum of Art, New York, NY",,,
1990.61,TRUE,TRUE,453317,,Islamic Art,1990,Carpet,Confronted Animal Rug,,,,,,,,,,,,,,,,,,,14th century,1300,1399,"Wool (warp, weft, and pile); symmetrically knotted pile","Rug: 
          L. 65 in. (165.1 cm)
         W. 54 1/2in. (138.4 cm)
Tube: 
           H. 62 in. (157.5 cm)
           Diam. 6 in. (15.2 cm)","Purchase, Harris Brisbane Dick Fund, Joseph Pulitzer Bequest, Louis V. Bell Fund and Fletcher, Pfeiffer and Rogers Funds, 1990",Attributed to,,,,Turkey,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/453317,https://www.wikidata.org/wiki/Q29385231,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
1992.51,TRUE,TRUE,453336,,Islamic Art,1992,Illustrated  album leaf,A Stallion,,,,,,13030,Artist,Painting by,Habiballah of Sava,"Iranian, active ca. 1590–1610", ,Habiballah,Iranian,1565,1635,,(not assigned),https://www.wikidata.org/wiki/Q4494389,ca. 1601–6,1575,1630,"Ink, opaque watercolor, and gold on paper","Painting:
            H. 11 7/8 in. (30.1 cm)
            W. 8 in. (20.3 cm)
Page: 
            H. 7 3/4 in. (19.7 cm)
            W. 5 in. (12.7 cm)
","Purchase, Louis E. and Theresa S. Seley Purchase Fund for Islamic Art, The Edward Joseph Gallagher III Memorial Collection, Edward J. Gallagher Jr. Bequest, and Richard S. Perkins and Margaret Mushekian Gifts, 1992",Attributed to,Herat,,,present-day Afghanistan,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453336,https://www.wikidata.org/wiki/Q29385234,,"Metropolitan Museum of Art, New York, NY",Horses,http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q726
1993.67.2,TRUE,TRUE,453344,450,Islamic Art,1993,Screen,Pierced Window Screen,,,,,,,,,,,,,,,,,,,second half 16th century,1550,1599,"Red sandstone; pierced, carved","H. 73 in. (185.4 cm)
W. 51 5/16 in. (130.3 cm)
Th. 3 1/4 in. (8.3 cm)
Wt:  matching piece weighed 780 lbs (353.8) in crate","Rogers Fund, 1993",Made in,,,,India,,,,,,,Stone,,http://www.metmuseum.org/art/collection/search/453344,https://www.wikidata.org/wiki/Q29385236,,"Metropolitan Museum of Art, New York, NY",,,
1994.141,FALSE,TRUE,453351,,Islamic Art,1994,Folio from an illustrated manuscript,"""The Angel Gabriel meets 'Amr ibn Zaid (the Shepherd)"", Folio from a Siyer-i Nebi (the Life of the Prophet)",,,,,,1.35E+16,Artist|Patron|Author,Painting by|Commissioned by| ,Mustafa ibn Vali|Sultan Murad III|Mustafa b. Yusuf al-Darir al-Erzerumi," |Turkish, Manisa 1546–1595 Istanbul; ruled 1574–95|Turkish, active Cairo, late 14th century", | | ,"Vali, Mustafa ibn|Sultan Murad III|Mustafa b. Yusuf al-Darir al-Erzerumi"," |Turkish|Turkish, active Cairo",          |1549      |1350      ,          |1620      |1450      ,||,||,||,ca. 1595,1570,1620,"Ink, opaque watercolor, and gold on paper","H. 14 9/16 in. (37 cm)
W. 10 1/4 in. (26 cm)","Purchase, Lila Acheson Wallace Gift, 1994",Made in,Istanbul,,,Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453351,https://www.wikidata.org/wiki/Q29385238,,"Metropolitan Museum of Art, New York, NY",Horses|Men|Camels|Archangel Gabriel,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250139|http://vocab.getty.edu/page/ia/901000493,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q7375|https://www.wikidata.org/wiki/Q81989
1996.238.2,FALSE,TRUE,453369,,Islamic Art,1996,Folio from a non-illustrated manuscript,Folio from a Qur'an Manuscript,,,,,,,,,,,,,,,,,,,dated A.H. 531/ 1137 CE,1112,1162,"Ink, gold, and watercolor on paper","H. 8 9/16 in. (21.8 cm)
W. 4 11/16 in. (11.9 cm)","Purchase, Friends of Islamic Art Gifts, 1996",Attributed to,,,,Iran or Iraq,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453369,https://www.wikidata.org/wiki/Q29385241,,"Metropolitan Museum of Art, New York, NY",Qur'an,http://vocab.getty.edu/page/aat/300265128,https://www.wikidata.org/wiki/Q428
"1998.298a, b",TRUE,TRUE,453576,451,Islamic Art,1998,Pyxis,Pyxis (Cylindrical Container),,,,,,,,,,,,,,,,,,,late 11th–early 12th century,1075,1125,"Stonepaste; luster-painted on incised, opaque white glaze","Bowl: H. 8 in. (20.3 cm)
           Diam. 5 1/2 in. (14 cm)
Lid: H. 3 5/8 in. (9.2 cm)
        Diam. 5 1/2 in. (14 cm)
        Wt. 8.5 oz. (241 g)","Purchase, Lila Acheson Wallace Gift, Harvey and Elizabeth Plotnick Gift, and Louis E. and Theresa S. Seley Purchase Fund for Islamic Art, 1998",Attributed to,,,,Syria,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/453576,https://www.wikidata.org/wiki/Q29385244,,"Metropolitan Museum of Art, New York, NY",Arabic,http://vocab.getty.edu/page/aat/300387843,https://www.wikidata.org/wiki/Q13955
33.113,FALSE,TRUE,453683,,Islamic Art,1933,Folio from an illustrated manuscript,"""Jonah and the Whale"", Folio from a Jami al-Tavarikh (Compendium of Chronicles)",,,,,,,,,,,,,,,,,,,ca. 1400,1375,1425,"Ink, opaque watercolor, gold, and silver on paper","H. 13 1/4 in. (33.7 cm)
W. 19 1/2 in. (49.5 cm)","Purchase, Joseph Pulitzer Bequest, 1933",Attributed to,,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/453683,https://www.wikidata.org/wiki/Q29385247,,"Metropolitan Museum of Art, New York, NY",Angels|Men|Whales,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250157,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q1865281
2000.266,TRUE,TRUE,454011,,Islamic Art,2000,Illustrated single work,Black Stork in a Landscape,,,,,,,,,,,,,,,,,,,ca. 1780,1755,1805,Opaque watercolor on European paper,"Painting: H. 21 1/2 in. (54.6 cm)
                 W. 29 3/4in. (75.6cm)
Mat: H. 35 1/2 in. (90.2 cm)
        W. 27 in. (68.6 cm)","Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund, 2000",Made in,probably Lucknow,,,India,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/454011,https://www.wikidata.org/wiki/Q29385249,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
"2000.490a, b",TRUE,TRUE,454013,463,Islamic Art,2000,Bowl and dish,Footed Bowl and Plate,,,,,,,,,,,,,,,,,,,first half 18th century,1700,1750,"Glass, opalescent white; blown, bowl with applied stem and blown applied foot, fired silver and gold decoration","Bowl - H. 4 3/4 in. (12.1 cm)
             W. 8 in. (20.3 cm)
Dish -  Diam. 10 in. (25.4 cm) 
","Purchase, Cynthia Hazen Polsky and Leon B. Polsky Fund and The Annenberg Foundation Gift, 2000",Made in,,,,India,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/454013,https://www.wikidata.org/wiki/Q29385251,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
2000.424,TRUE,TRUE,454015,,Islamic Art,2000,IIllustrated single work,Dragon Wrapped around Saz Leaves,,,,,,,,,,,,,,,,,,,ca. 1550–70,1525,1595,"Main support: ink on paper
Border: Gold, ink, and opaque watercolor on paper","Painting: H. 12 in. (18.6 cm)
                 W. 7 5/16 in. (30.5 cm)
Mat: H. 22 in. (55.9 cm)
        W. 16 in. (40.6 cm)","Anonymous Gift, 2000",Made in,Istanbul,,,Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/454015,https://www.wikidata.org/wiki/Q29385253,,"Metropolitan Museum of Art, New York, NY",Birds|Dragons|Leaves,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q33971
